ID,Institution Name,Street,City,State,ZIP,Chief Name,Chief Title,Telephone,URL,Alias,System,County,Longitude,Latitude,
440721,Southwest Skill Center-Campus of Estrella Mountain Community College,3000 N Dysart Rd,Avondale,AZ,85323,Thomas Cotner,Director,6235352700,www.estrellamountain.edu/southwest-skill-center,,Maricopa Community College District,Maricopa County,-112.343176,33.480685,
440730,Onondaga Cortland Madison BOCES,4500 Crown Rd,Liverpool,NY,13090,J. Francis Manning,District Superintendent,3154534455,ocmboces.org,,New York State Education Department,Onondaga County,-76.203875,43.115889,
440749,National American University-Ellsworth AFB Extension,"1000 Ellsworth Street,  Suite 2400",Ellsworth Air Force Base,SD,57706-4800,Dr Jerry Gallentine,University President,6057186550,www.national.edu/locations/south-dakota/ellsworth-afb,,Dlorah Inc.,Meade County,-103.078655,44.148129,
440758,National American University-Albuquerque West,10131 Coors Boulevard North West Suite I-01,Albuquerque,NM,87114-0000,Dr. Jerry Gallentine,University President,5053483750,www.national.edu/locations/new-mexico/rio-rancho,,Dlorah Inc.,Bernalillo County,-106.650691,35.20039,
440767,National American University-Brooklyn Center,"6200 Shingle Creek Parkway, Suite 130",Brooklyn Center,MN,55430-4100,Dr. Jerry Gallentine,University President,7638527500,www.national.edu/locations/minnesota/brooklyn-center,,Dlorah Inc.,Hennepin County,-93.307641,45.06714,
440776,Interactive Learning Systems-Pasadena,213 W Southmore St    Suite 101,Pasadena,TX,77502,Elmer R. Smith,President,7139201120,ict.edu/pasadena-colleges-in-pasadena-tx/,,Interactive Learning Systems Inc.,Harris County,-95.213772,29.69044,
440794,Pillar College,"60 Park Place, Suite 701",Newark,NJ,7102,David E. Schroeder,President,9738035000,www.pillar.edu,,,Essex County,-74.169071,40.73837,
440800,Miami Ad School-Minneapolis,"25 North 4th Street , Suite 201",Minneapolis,MN,55401,Pippa Seichrist,President,6123394089,www.miamiadschool.com,,,Hennepin County,-93.272539,44.980971,
440819,Miami Ad School-San Francisco,1414 Van Ness Ave,San Francisco,CA,94109,Pippa Seichrist,President,4158370966,www.miamiadschool.com,,,San Francisco County,-122.421571,37.78881,
440828,Oregon State University-Cascades Campus,2600 NW College Way Cascades Hall,Bend,OR,97701,Becky Johnson,"Vice President, Oregon State University-Cascades",5413223100,www.osucascades.edu,,Oregon University System,Deschutes County,-121.345776,44.070679,
440846,Milan Institute-Boise,8590 W. Fairview Avenue,Boise,ID,83704-8320,Gary Yasuda,President,2086729500,www.milaninstitute.edu,,Milan Institute,Ada County,-116.288005,43.620897,
440855,Milan Institute-Amarillo,7001 I-40 West,Amarillo,TX,79106,Gary Yasuda,President,8063533500,www.milaninstitute.edu,,Milan Institute,Potter County,-101.914861,35.18633,
440873,Vatterott College-Dividend,2655 Dividend Drive,Memphis,TN,38132,Andre Chapman,Campus Director,9017615730,www.vatterott.edu,,Vatterott Educational Centers Inc.,Shelby County,-90.006656,35.072284,
440882,Vatterott College-Tulsa,"4343 S. 118th E. Ave, Suite A",Tulsa,OK,74146,Rebecca Matney,Campus Director,9188358288,www.vatterott.edu,,Vatterott Educational Centers Inc.,Tulsa County,-95.844155,36.100219,
440891,Vatterott College-Wichita,8853 E. 37th Street N.,Wichita,KS,67226,Michael Harris,Campus Director,3166340066,www.vatterott.edu,,Vatterott Educational Centers Inc.,Sedgwick County,-97.23471,37.751729,
440907,Star Career Academy-Newark,550 Broad Street 2nd Floor,Newark,NJ,07102-4531,Valeria Yancey,Campus President,9736390789,www.starcareeracademy.com,,Summer Street Capital II LP,Essex County,-74.168818,40.742528,
440916,Southern University Law Center,,Baton Rouge,LA,70813,"Freddie Pitcher, Jr.",Chancellor,2257712552,www.sulc.edu/,,Southern University System,East Baton Rouge Parish,-91.192973,30.523697,
440925,International Academy of Design and Technology-Orlando,6039 South Rio Grande Avenue,Orlando,FL,32809,Melinda Matheus,President,4078572300,www.iadt.edu,,Career Education Corporation,Orange County,-81.402253,28.470892,
440952,Lincoln Technical Institute-Lowell,211 Plain St,Lowell,MA,1852,Michelle McCarthy,Executive Director,9784584800,www.lincolntech.com,,Lincoln Educational Services,Middlesex County,-71.318316,42.620987,
440970,Everest College-Vancouver Massage Therapy,120 NE 136th Ave- Ste 220,Vancouver,WA,98684,,,,,,,Clark County,-122.536481,45.621273,
440989,Texas Barber Colleges and Hairstyling Schools,9275 Richmond Ave #180,Houston,TX,77063,Bradley David Bundy,President,7139530262,www.texasbarbercolleges.com,,TBES Inc.,Harris County,-95.527848,29.727855,
441016,Everest Institute-Hobby,7151 Office City Dr,Houston,TX,77087,Kimberly Ito,School President,7136457404,www.everest.edu/campus/houston_hobby,,Corinthian Colleges Inc.,Harris County,-95.290472,29.700913,
441025,Miller-Motte Technical College-North Charleston,"8085 Rivers Ave., Ste E",Charleston,SC,29418,Sara Eichelman,Campus Director,8435740101,miller-motte.edu,,Delta Career Education Corporation,Charleston County,-80.044607,32.953337,
441052,American Career College-Anaheim,1200 N. Magnolia Ave.,Anaheim,CA,92801-0000,Tom McNamara,President,9497834800,americancareercollege.edu/,,American Career College Inc.,Orange County,-117.975644,33.849876,
441070,Saginaw Chippewa Tribal College,2274 Enterprise Dr,Mount Pleasant,MI,48858,Carla Sineway,President,9897754123,www.sagchip.edu,,,Isabella County,-84.706797,43.603747,
441089,Wyo Tech-Blairsville,500 Innovation Drive,Blairsville,PA,15717-1301,Arthur Herman,President,7244599500,www.wyotech.edu/campus/blairsville,,Corinthian Colleges Inc.,Indiana County,-79.225116,40.447002,
441104,Richmont Graduate University,1815 McCallie Ave,Chattanooga,TN,37404,Robert Rodgers,President,4232264574,www.richmont.edu,,,Hamilton County,-85.274642,35.036337,
441131,The Seattle School of Theology & Psychology,2501 Elliott Avenue,Seattle,WA,98121,Kristen Houston,Registrar & Director of Academic Services,2068766100,www.theseattleschool.edu,,,King County,-122.350945,47.613373,
441159,DeVry University's Keller Graduate School of Management-Washington,3600 South 344th Way,Federal Way,WA,98001-9558,Maria Dezenberg,Metro President,2539432800,www.keller.edu,,,King County,-122.288111,47.29457,
441168,Northwest College-Hillsboro,"1049 SW Baseline Rd, Suite 500, Building E",Hillsboro,OR,97123,Tim Graves,Regional Director,5038447320,www.nwcollege.edu,,J2D LLC,Washington County,-122.984087,45.521185,
441186,San Diego State University-Imperial Valley Campus,720 Heber Ave,Calexico,CA,92231,David E. Pearson,"Dean, Administration",7607685500,www.ivcampus.sdsu.edu,,California State University,Imperial County,-115.492718,32.672361,
441195,American Broadcasting School-Arlington,712 N Watson Road,Arlington,TX,76011,Staci Cockrell,CEO,8176952474,radioschool.com,,,Tarrant County,-97.061973,32.753208,
441201,Miami-Jacobs Career College-Sharonville,"Two Crowne Point Court, Suite 100",Sharonville,OH,45241,Carl Johnson,Campus Director,5136934400,www.miamijacobs.edu,,Delta Career Education Corporation,Hamilton County,-84.43904,39.26566,
441210,East Valley Institute of Technology,1601 W Main St,Mesa,AZ,85201,Dr. Sally E. Downey,Superintendent,4804614028,www.evit.com,,,Maricopa County,-111.865465,33.414755,
441229,West Coast Ultrasound Institute,291 S La Cienega Blvd Ste 500,Beverly Hills,CA,90211,Myra Chason,Campus Director,3102895123,WCUI.edu,,,Los Angeles County,-118.376161,34.063166,
441238,Irell & Manella Graduate School of Biological Sciences at City of Hope,1500 E. Duarte Rd.,Duarte,CA,91010-3000,"Queenie Du, MBA",Registrar,6262568735,www.cityofhope.org/grad-school,,,Los Angeles County,-117.972791,34.129048,
441256,Design's School of Cosmetology,2727 Buena Vista Drive #105,Paso Robles,CA,93446,Sharon Skinner,Administrator,8052378575,www.designsschool.edu,,Design's School of Cosmetology Inc.,San Luis Obispo County,-120.672164,35.647157,
441274,Paul Mitchell the School-Santa Barbara,525 Anacapa St,Santa Barbara,CA,93101,Dennis Claybaugh,Director,8.06E+13,santabarbara.paulmitchell.edu/,,Paul Mitchell Schools,Santa Barbara County,-119.695407,34.418359,
441308,University of the Rockies,555 E Pikes Peak Ave #108,Colorado Springs,CO,80903-3612,Dr. Charlita Shelton,President,7194420505,www.rockies.edu,,Bridgepoint Education,El Paso County,-104.814413,38.83292,
441317,Eli Whitney Technical High School,71 Jones Rd,Hamden,CT,6514,Nivea L. Torres,Superintendent,2033974031,www.cttech.org/whitney/,,Connecticut Technical High School System,New Haven County,-72.943607,41.343183,
441335,Vinal Technical High School,60 Daniels St,Middletown,CT,6457,Nivea L. Torres,Superintendent,8.60E+12,www.cttech.org/vinal,,Connecticut Technical High School System,Middlesex County,-72.674656,41.528214,
441353,Windham Technical High School,210 Birch St,Willimantic,CT,6226,Nivea. L. Torres,Superintendent,8604563879,www.cttech.org/windham/,,Connecticut Technical High School System,Windham County,-72.22058,41.719782,
441362,Harris School of Business-Wilmington Campus,"1413 Foulk Road, Suite 100",Wilmington,DE,19803,Ruthann Wolverton,Campus Director,3024788890,www.harrisschool.edu,,Premier Education Group LP,New Castle County,-75.523917,39.800892,
441371,Ultimate Medical Academy-Clearwater,1255 Cleveland St,Clearwater,FL,33755-4933,Steve Kemler,Chief Executive Officer,7272988685,www.ultimatemedical.edu,,Ultimate Medical Academy LLC,Pinellas County,-82.785431,27.96532,
441380,Florida Barber Academy,3269 North Federal Highway,Pompano Beach,FL,33064,Stuart Hamilton,President,8134430745,www.floridabarberacademy.edu,,Florida Barber Academy Inc.,Broward County,-80.098793,26.271484,
441405,Jacksonville Beauty Institute,5045 Soutel Dr Ste 80,Jacksonville,FL,32208,Misty Craig,President,9047689001,www.jacksonvillebeautyinstitute.edu,,,Duval County,-81.726649,30.398448,
441414,M-DCPS The English Center,3501 SW 28 St.,Miami,FL,33133-2703,Mr. Richard Vidal,Principal,30544577310,www.tecmiami.com,,Miami-Dade County Public Schools,Miami-Dade County,-80.251702,25.739631,
441423,Florida Education Institute,5818 SW 8th St,Miami,FL,33144,Ramon Valenti,President,3052639990,www.fei.edu,,,Miami-Dade County,-80.290496,25.76325,
441432,Superior Career Institute,5950 WEST OAKLAND PARK,LAUDERHILL,FL,33313,Jalaja Nandamuri,Director of Education,9543063576,www.ishbt.edu,,,Broward County,-80.230621,26.164,
441441,Institute of Technical Arts,493 Semoran Blvd,Casselberry,FL,32707,Laura Lundberg,CEO,4078697387,www.myfiaa.com,,,Seminole County,-81.333521,28.65432,
441478,National Graduate School of Quality Management,186 Jones Road,Falmouth,MA,02540-2958,Lisa G. Melchiorri,Director of Financial Aid,8008382580,www.ngs.edu,,,Barnstable County,-70.613737,41.561834,
441487,Texas County Technical College,6915 S Hwy 63,Houston,MO,65483,Charlotte Gray,President,4179675466,www.texascountytech.edu,,,Texas County,-91.963425,37.300083,
441496,Aviation Institute of Maintenance-Kansas City,4100 Raytown Road,Kansas City,MO,64129,Adrian Rothrock,Campus Executive Director,8167539920,www.aviation.edu/AIM-Kansas_City/default.aspx,,Training Services Inc.,Jackson County,-94.498289,39.049869,
441502,Blue Cliff College-Gulfport,12251 Bernard Pkwy,Gulfport,MS,39503,Gina Quinn,Director,2.29E+13,bluecliffcollege.com,,Education Management Inc.,Harrison County,-89.038993,30.442609,
441511,Apex School of Theology,1701 T.W. Alexander Drive,Durham,NC,27703,Dr. Joseph E. Perkins,President,9.20E+13,www.apexsot.edu,,,Durham County,-78.841041,35.92314,
441548,Institute for Therapeutic Massage,"1069 Ringwood Avenue, Suite 315",Haskell,NJ,7420,Valerie Donahue,Director,9.74E+12,www.massageprogram.com,,,Passaic County,-74.291259,41.005971,
441575,Metropolitan Learning Institute,"97-77 Queens Blvd, 9th Floor",Rego Park,NY,11374,"Boris Davidoff, PhD",President/Director,7188970482,www.gettraining.org,,,Queens County,-73.862296,40.730459,
441593,Orleans Niagara BOCES-Practical Nursing Program,3181 Saunders Settlement Rd,Sanborn,NY,14132,Dr.Clark Godshall,Superintendent,8.01E+13,www.ONBOCES.org,,New York State Education Department,Niagara County,-78.866537,43.14606,
441609,Yeshiva Shaarei Torah of Rockland,91 W Carlton Rd,Suffern,NY,10901,Rabbi Mordechai Wolmark,Dean,84535234310,www.yst.edu/,,,Rockland County,-74.089939,41.123903,
441618,Leon Studio One School of Hair Design,5385 Main St,Williamsville,NY,14221,Mark Custard,Administrative Direc,71663138781,www.leonstudioone.com/Financialaid,,,Erie County,-78.758098,42.960266,
441627,St Joseph's Medical Center School of Radiography,127 S Broadway,Yonkers,NY,10701,John Ohnmacht,Financial Aid Officer,9147510391,www.saintjosephs.org,,Saint Joseph's Medical Center,Westchester County,-73.897524,40.929512,
441636,American Institute of Alternative Medicine,6685 Doubletree Ave,Columbus,OH,43229,Mark Sullivan,Campus Director,6148256255,www.aiam.edu,,,Franklin County,-82.988733,40.102442,
441645,Brown Aveda Institute-Mentor,8816 Mentor Ave,Mentor,OH,44060,Edward Brown,CFO,4.40E+12,WWW.BROWNAVEDA.COM,,Brown Aveda,Lake County,-81.324318,41.672002,
441663,Institute of Technology Inc,4700 Silverton Road NE,Salem,OR,97305,Robert Enger,Campus President,5033639001,www.it-colleges.edu/iot/t-salem.html,,BrightStar Education Group,Marion County,-122.966655,44.969947,
441672,Susquehanna County Career and Technology Center,1 Schoolhouse Rd,Dimock,PA,18816-0100,"Alice M. Davis, Ph.D",Administrative Director/Guidance Placement Directo,5702789229,scctc.elklakeschool.org,,,Susquehanna County,-75.89551,41.78638,
441742,Concorde Career College-Grand Prairie,305 W. Interstate 20,Grand Prairie,TX,75052-3831,Marilyn Long,Campus President,4693482500,www.concorde.edu,,Concorde Career Colleges Inc.,Tarrant County,-97.05273,32.676584,
441751,Kussad Institute of Court Reporting,2800 South Ih35 Ste 110,Austin,TX,78704-5712,Joyce Kussad,President,5124437286,kicr1.com,,Kussad Transcription Academy Inc.,Travis County,-97.745192,30.228944,
441760,Lamar Institute of Technology,855 E Lavaca,Beaumont,TX,77705,Dr. Paul Szuch,President,4098808321,www.lit.edu,,Texas State University System,Jefferson County,-94.077183,30.047816,
441779,MJ's Beauty Academy Inc,3662 W Camp Wisdom Rd,Dallas,TX,75237,Marci Jackson,VP of Education and Operation,2143747500,www.mjsbeautyacademy.edu,,,Dallas County,-96.879361,32.661971,
441788,Aviation Institute of Maintenance-Dallas,400 E Airport Freeway,Irving,TX,75061,David Meierotto,Executive Director,2143339711,www.aviationmaintenance.edu,,Training Services Inc.,Dallas County,-96.941501,32.8357,
441830,Healing Mountain Massage School,"363 South 500 East, Suite 210",Salt Lake City,UT,84102-4002,Randall J. Nikola,School Director,80135563005,www.healingmountain.edu,,,Salt Lake County,-111.876231,40.76135,
441858,Career Training Solutions,"10304 Spotsylvania Ave, Suite 400",Fredericksburg,VA,22408,A. Christine Carroll,President,5.40E+12,www.careertrainingsolutions.edu,,,Spotsylvania County,-77.495581,38.24116,
441876,Rudy & Kelly Academy of Hair and Nails,"1920 Centerville Turnpike, Suite 114",Virginia Beach,VA,23464,Rudolph R. Russo,President,7574739797,www.rkacademy.com,,Paul Mitchell Schools,Virginia Beach city,-76.180029,36.839479,
441894,South Branch Career and Technical Center,401 Pierpont St,Petersburg,WV,26847,Shawn L. Dilly,Director,3.04E+11,www.southbranchtech.com,,,Grant County,-79.120401,39.0008,
441900,Nevada State College,1125 Nevada State Drive,Henderson,NV,89002,Dr. Erika Beck,Executive Vice President & Provost,7029922000,nsc.edu,,Nevada System of Higher Education,Clark County,-114.938929,35.987249,
441919,Virginia College-Jackson,5841 Ridgewood Rd,Jackson,MS,39211,Milton Anderson,Campus President,6019770960,www.vc.edu,,Education Corporation of America,Hinds County,-90.143371,32.38688,
441928,Virginia College-Austin,6301 E Highway 290,Austin,TX,78723,Harvey Giblin,President,5123713500,vc.edu,,Education Corporation of America,Travis County,-97.699883,30.32044,
441937,California State University-Channel Islands,One University Dr,Camarillo,CA,93012,Richard R Rush,President,8054378400,www.csuci.edu,,California State University,Ventura County,-119.04356,34.162949,
441955,ITT Technical Institute-Springfield,7300 Boston Blvd,Springfield,VA,22153,Dale Turner,Director,7034409535,www.itt-tech.edu,,ITT Educational Services Inc.,Fairfax County,-77.199304,38.74057,
441964,ITT Technical Institute-Chantilly,"14420 Albemarle Point Pl, Suite 100",Chantilly,VA,20151,Deborah Brent,Director,7032632541,www.itt-tech.edu,,ITT Educational Services Inc.,Fairfax County,-77.448915,38.891108,
441973,The Art Institute of California-Argosy University Orange County,"3601 W Sunflower Ave., Suite 100",Santa Ana,CA,92704,Eman El-Hout,President,7148300200,www.aicaoc.artinstitutes.edu,,Education Management Corporation,Orange County,-117.916303,33.697014,
441982,Franklin W Olin College of Engineering,Olin Way,Needham,MA,02492-1200,Dr. Richard K. Miller,President,7812922300,www.olin.edu,,,Norfolk County,-71.264047,42.292842,
442037,Lincoln Technical Institute-Northeast Philadelphia,2180 Hornig Rd,Philadelphia,PA,19116,Mark Bohen,Exec Director,2159690869,www.lincolntech.com,,Lincoln Educational Services,Philadelphia County,-74.996025,40.111106,
442046,Lincoln Technical Institute-Center City Philadelphia,3600 Market St,Philadelphia,PA,19104,Ed Stranix,Exec Director,2153821553,www.lincolntech.com,,Lincoln Educational Services,Philadelphia County,-75.194628,39.955846,
442064,Won Institute of Graduate Studies,137 S Easton Rd,Glenside,PA,19038-4535,Dr. Bokin KIm,President,2158848942,www.woninstitute.edu,,,Montgomery County,-75.154419,40.099259,
442073,Lincoln Technical Institute-Paramus,240 Bergen Town Center,Paramus,NJ,07652-5002,Laurie Pringle,Executive Director,2018456868,www.lincolntech.com,,Lincoln Educational Services,Bergen County,-74.062142,40.916198,
442134,Pima Medical Institute-Colorado Springs,3770 Citadel Drive North,Colorado Springs,CO,80909,Joe Albers,Campus Director,7194827462,pmi.edu,,,El Paso County,-104.758017,38.846199,
442143,University of Phoenix-Kansas City Campus,1310 E 104th St,Kansas City,MO,64131-4504,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,,University of Phoenix,Jackson County,-94.574911,38.93927,
442152,University of Phoenix-Atlanta Campus,8200 Roberts Dr,Sandy Springs,GA,30350-4147,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,,University of Phoenix,Fulton County,-84.34155,33.979979,
442161,University of Phoenix-Chicago Campus,1500 McConnor Pkwy,Schaumburg,IL,60173-4395,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,,University of Phoenix,Cook County,-88.042584,42.056237,
442170,University of Phoenix-Nashville Campus,616 Marriott Dr,Nashville,TN,37214-5048,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,,University of Phoenix,Davidson County,-86.690329,36.144575,
442189,University of Phoenix-Northern Virginia Campus,11730 Plaza America Dr,Reston,VA,20190-4750,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,,University of Phoenix,Fairfax County,-77.350817,38.952796,
442204,David's Academy of Beauty,8652 E. Whittier Blvd,Pico Rivera,CA,90660,Mohammad Mojadidi,CEO,5629491100,davidsacademyofbeauty.com/,,,Los Angeles County,-118.087359,34.002706,
442213,Birthwise Midwifery School,24 South High Street,Bridgton,ME,04009-1110,Heidi Fillmore-Patrick,Executive Director,2076475968,www.birthwisemidwifery.edu,,,Cumberland County,-70.714191,44.053323,
442222,Argosy University-Dallas,"5001 Lyndon B. Johnson Freeway, Heritage Square, Suite 230",Farmers Branch,TX,75244,Ronald Hyson,Campus President,2148909900,www.argosy.edu/dallas/,,Education Management Corporation,Dallas County,-96.823046,32.926742,
442231,Le Cordon Bleu College of Culinary Arts-Orlando,8511 Commodity Circle,Orlando,FL,32819,Joe Hardiman,President,4078884000,www.chefs.edu/orlando/,,Career Education Corporation,Orange County,-81.429478,28.440786,
442240,Paul Mitchell the School-Costa Mesa,"3309 Hyland Ave., Suite J",Costa Mesa,CA,92626,Kenda Woodward,Director,8665005966,costamesa.paulmitchell.edu,,Paul Mitchell Schools,Orange County,-117.924962,33.692762,
442295,Ave Maria School of Law,1025 Commons Circle,Naples,FL,34119,Eugene E. Milhizer,President and Dean,2396875300,www.avemarialaw.edu,,,Collier County,-81.731045,26.24209,
442310,Everest College-Arlington,801 N Quincy St-Ste 500,Arlington,VA,22203,,,,,,,Arlington County,-77.107297,38.88039,
442329,Tulsa Welding School-Jacksonville,3500 Southside Blvd,Jacksonville,FL,32216,Aleco Babikian,Regional Campus President,8779353529,www.weldingschool.com,,Tulsa Welding School Inc.,Duval County,-81.560428,30.282647,
442338,ITT Technical Institute-Canton,1905 S. Haggerty Rd,Canton,MI,48188-2025,Nadine Palazzolo,Director,7343977800,www.itt-tech.edu,,ITT Educational Services Inc.,Wayne County,-83.44678,42.293021,
442347,ITT Technical Institute-Plymouth Meeting,"220 W. Germantown Pike, Suite 100",Plymouth Meeting,PA,19462,Jude Nix,Director,6108323400,www.itt-tech.edu,,ITT Educational Services Inc.,Montgomery County,-75.281662,40.105704,
442356,Pennsylvania College of Health Sciences,410 N Lime Street,Lancaster,PA,17602,Dr. Mary Grace Simcox,President,7175444912,https://www.pacollege.edu/,,,Lancaster County,-76.303042,40.044998,
442365,DeVry University-North Carolina,"2015 Ayrsley Town Blvd., Suite 109",Charlotte,NC,28273-4068,Regina Campbell,Campus Dean,7043622345,www.devry.edu,,,Mecklenburg County,-80.931745,35.137966,
442383,West Virginia Junior College-Bridgeport,176 Thompson Dr.,Bridgeport,WV,26330,Sharron Stevens,Exec Director,3048424007,www.wvjc.edu,,West Virginia Junior College Inc.,Harrison County,-80.271785,39.283159,
442392,Antioch University-PhD Program in Leadership and Change,900 Dayton Street,Yellow Springs,OH,45387,Felice Nudelman,Chancellor,9377691360,www.phd.antioch.edu,,Antioch University,Greene County,-83.908261,39.80278,
442408,Vatterott College-Cleveland,5025 E Royalton Rd,Broadview Heights,OH,44147-3502,Shannon McManamon,Campus Director,4405261660,www.vatterott.edu,,Vatterott Educational Centers Inc.,Cuyahoga County,-81.65064,41.317145,
442426,St Louis College of Health Careers-Fenton,1297 North Highway Drive,Fenton,MO,63026,Mr. Steven Barsam,Co-Owner,6365290000,www.slchc.com,,,St. Louis County,-90.470904,38.544635,
442435,Interactive College of Technology-Gainesville,2323-C Browns Bridge Rd,Gainesville,GA,30504,Elmer R. Smith,President,6784500550,www.ict.edu,,Interactive Learning Systems Inc.,Hall County,-83.855524,34.276597,
442444,San Joaquin Valley College-Ontario,4580 Ontario Mills Parkway,Ontario,CA,91764,Joseph Holt,Chief Administrative Officer,9099487582,sjvc.edu,,San Joaquin Valley College Inc.,San Bernardino County,-117.550494,34.069878,
442462,Anthem Institute-Cherry Hill,2100 Rt 38 & Mall Dr,Cherry Hill,NJ,8002,Michelle Pike,Executive Director,9544002000,www.anthem.edu,,Anthem Education,Camden County,-75.020854,39.941621,
442499,Westwood College-Ft Worth,4232 North Freeway,Fort Worth,TX,76137,,,,,,,Tarrant County,-97.312745,32.816746,
442505,Westwood College-Dallas,"8390 LBJ Frwy, Exec Center 1-Ste 100",Dallas,TX,75243,,,,,,,Dallas County,-96.758234,32.92287,
442523,Alaska Christian College,35109 Royal Place,Soldotna,AK,99669,Dr. Keith J. Hamilton,President,9.07E+12,www.alaskacc.edu,,,Kenai Peninsula Borough,-151.136005,60.490459,
442569,Grantham University,7200 NW 86th St,Kansas City,MO,64153,Joseph McGrath,President,8009552527,www.grantham.edu/,,,Platte County,-94.664394,39.250471,
442578,Minnesota School of Business-Plymouth,1455 County Rd 101 North,Plymouth,MN,55447,Kenneth McCarthy,Chief Financial Officer,7634762000,www.msbcollege.edu/,,Minnesota School of Business Inc,Hennepin County,-93.501957,44.994699,
442602,Carrington College-Albuquerque,1001 Menaul Blvd NE,Albuquerque,NM,87107-1642,Mark Lucero,Executive Campus Director,5052547777,www.carrington.edu,,Carrington Colleges Group Inc.,Bernalillo County,-106.633361,35.11029,
442611,NASCAR Technical Institute,220 Byers Creek Rd,Mooresville,NC,28117,Ms. Jennifer Waber-Bergeron,Campus President,7046581950,www.uticorp.com,,Universal Technical Institute Inc.,Iredell County,-80.855128,35.605305,
442620,Everest Institute-Tigard,"9600 SW Oak St, Suite 400",Tigard,OR,97223,Bobi Jo Wakefield,School President,5038928100,www.everest.edu/campus/tigard,,Corinthian Colleges Inc.,Washington County,-122.775357,45.443736,
442639,University of the Potomac-VA Campus,2070 Chain Bridge Road,Vienna,VA,22182-2536,Clinton Gardner,President/CEO,7037095875,www.potomac.edu/,,,Fairfax County,-77.237421,38.91785,
442648,Anthem Institute-Las Vegas,2320 S Rancho Drive 1st Floor,Las Vegas,NV,89102,Veronica (Niki) Donahue,Executive Director,9544002000,www.anthem.edu,,Anthem Education,Clark County,-115.171318,36.145587,
442657,Milan Institute-Palm Desert,"75-030 Gerald Ford Drive, Suite 203",Palm Desert,CA,92211,Gary Yasuda,President,7604694545,www.milaninstitute.edu,,Milan Institute,Riverside County,-116.344669,33.772631,
442684,Stenotype Institute of Jacksonville Inc-Orlando,1636 W Oakridge Rd,Orlando,FL,32809-3908,Jennifer Turner,Executive Director,4078165573,www.stenotype.edu,,Stenotype Institute of Jacksonville Inc.,Orange County,-81.400197,28.472007,
442718,National American University-Overland Park,10310 Mastin,Overland Park,KS,66212-5451,Dr Jerry Gallentine,University President,9139818700,www.national.edu/locations/kansas/overland-park,,Dlorah Inc.,Johnson County,-94.703896,38.941076,
442727,Everest Institute-Austin,"9100 US Hwy 290 East, Bldg 1-Ste 100",Austin,TX,78724,Troy Malovey,School President,5129281933,www.everest.edu/campus/austin,,Corinthian Colleges Inc.,Travis County,-97.655317,30.329638,
442736,Everest College-Burr Ridge,6880 N Frontage Rd. Suite 400,Burr Ridge,IL,60527,Tim Dauber,Regional Vice President of Operations,6.31E+12,www.everest.edu/campus/burr_ridge,,Corinthian Colleges Inc.,Cook County,-87.914909,41.761302,
442745,Medvance Institute-West Palm,"1630 South Congress Avenue, Suite 300",Palm Springs,FL,33461-2171,Fabian Fernandez,President,5613043466,www.Fortis.edu,,Education Affiliates Inc.,Palm Beach County,-80.087289,26.636271,
442781,Tohono O'Odham Community College,"Highway 86, Mile Post 125.5",Sells,AZ,85634-3129,James Vander Hooven,President,5203838401,www.tocc.edu,,,Pima County,-111.716249,31.991237,
442790,Everest College-Dallas,6080 North Central Expressway,Dallas,TX,75206,Holly Osborne,Campus President,2142344850,www.everest.edu/campus/dallas,,Corinthian Colleges Inc.,Dallas County,-96.774825,32.840012,
442806,Edward Via College of Osteopathic Medicine,2265 Kraft Dr,Blacksburg,VA,24060,"Dixie Tooke-Rawlins, D.O.",Dean,5402314000,www.vcom.vt.edu,,,Montgomery County,-80.406021,37.199666,
442815,The Salter School-Malden Campus,2 Florence St,Malden,MA,2148,Tom Ryan,Campus Director,7813245454,www.salterschool.com,,Premier Education Group LP,Middlesex County,-71.073631,42.427603,
442824,DeVry University-Pennsylvania,1140 Virginia Dr,Fort Washington,PA,19034-3204,Joyce Wheatley,Metro President,2155915700,www.devry.edu,,,Montgomery County,-75.17869,40.137049,
442842,Pacific College of Oriental Medicine-Chicago,"65 East Wacker Place, 21st fl",Chicago,IL,60601,Edward Lamadrid,Campus Director,7.73E+12,www.PacificCollege.edu,,Pacific College of Oriental Medicine,Cook County,-87.625761,41.88651,
442851,Ronny J's Barber Styling,443 Bruton Terrace Center,Dallas,TX,75217,Abdu R. Ali,C E O,2.14E+12,www.hhacademys.org/,,,Dallas County,-96.664417,32.75082,
442879,Southwest Institute of Healing Arts,1100 East Apache Blvd,Tempe,AZ,85281,K C Miller,CEO,4809949244,SWIHA.EDU,,,Maricopa County,-111.922481,33.415334,
442888,InterCoast Colleges-Riverside,1989 Atlanta Ave,Riverside,CA,92507,Anna Marie Lopez,VP of Financial Aid and Student Affairs,9517790700,www.intercoast.edu,,,Riverside County,-117.344752,33.993598,
442897,Ottawa University-Jeffersonville,287 Quarter Master Court,Jeffersonville,IN,47130,Peg Gernand,Campus Director,8122807271,www.ottawa.edu,,,Clark County,-85.741171,38.284402,
